Timestamp,Stopień naukowy do umieszczenia na certyfikacie uczestnictwa w konferencji (o ile dotyczy),Chcesz podzielić się odpowiedzią na to pytanie? Chętnie przedstawimy najciekawsze odpowiedzi,Czy chcesz uczestniczyć w konferencji?,W którym warsztacie porannym chciałabyś/chciałbyś uczestniczyć 27.09?,W którym warsztacie popołudniowym chciałabyś/chciałbyś uczestniczyć 27.09?,Obecne stanowisko,"Tematyka, którą się zajmujesz","Tematyka, którą się interesujesz","Proszę wpisz (po przecinku) najważniejsze technologie, z którymi pracujesz na co dzień","Proszę wpisz (po przecinku) pakiety do R, z którymi pracujesz na co dzień",Doświadczenie związane z analizą i przetwarzaniem danych - wpisz liczbę oznaczającą lata,Doświadczenie związane z pakietem statystycznym R - wpisz liczbę oznaczającą lata,Płeć,Kraj,Miasto,czy_ostatecznie_bedzie_na_konferencji,wiek
5/17/2017 14:29:52,NA,NA,Tak,"Pakiet rvest, czyli web scrapingu wybrane przypadki",Żadnym,Analityk,"wizualizacja danych, integracja R z innymi językami/środowiskami, Big Data i hurtownie danych, rozwój oprogramowania, odtwarzalne obliczenia, tworzenie i wizualizacja map, aplikacje shiny i htmlwidgets, tworzenie raportów i dashboardów","wizualizacja danych, integracja R z innymi językami/środowiskami, R w biznesie, społeczność R w Polsce, edukacja R i R w edukacji, odtwarzalne obliczenia, tworzenie i wizualizacja map, obliczenia w chmurze, aplikacje shiny i htmlwidgets, tworzenie raportów i dashboardów","R, Shiny, Bash, Python, Linux","dplyr, plotly, ggplot2, shiny, XML, RCurl, httr, data.table, tidyr, leaflet",8,4,Mężczyzna,Polska,Pruszków,TRUE,NA
5/17/2017 17:13:50,NA,NA,Nie,XGBoost rządzi,Żadnym,Analityk danych,"wizualizacja danych, integracja R z innymi językami/środowiskami, rozwój oprogramowania, R w biznesie, odtwarzalne obliczenia, statystyczne uczenie maszynowe i modele predykcyjne, klastrowanie i segmentacja, analiza tekstu, analiza szeregów czasowych, aplikacje shiny i htmlwidgets, tworzenie raportów i dashboardów","metodologia statystyczna, wizualizacja danych, integracja R z innymi językami/środowiskami, rozwój oprogramowania, R w biznesie, społeczność R w Polsce, statystyczne uczenie maszynowe i modele predykcyjne, klastrowanie i segmentacja, R w badaniach społecznych, analiza tekstu, analiza szeregów czasowych, aplikacje shiny i htmlwidgets, tworzenie raportów i dashboardów","R, Python, SQL","ggplot2, dplyr, caret, cluster, randomForest",4,3,Mężczyzna,Polska,Płock,TRUE,28
5/17/2017 17:25:57,mgr,NA,Nie,XGBoost rządzi,Żadnym,analityk danych,"wizualizacja danych, R w biznesie, statystyczne uczenie maszynowe i modele predykcyjne, ekonomia, finanse i ubezpieczenia, klastrowanie i segmentacja, aplikacje shiny i htmlwidgets, tworzenie raportów i dashboardów","wizualizacja danych, Big Data i hurtownie danych, R w biznesie, edukacja R i R w edukacji, statystyczne uczenie maszynowe i modele predykcyjne, ekonomia, finanse i ubezpieczenia, klastrowanie i segmentacja, analiza szeregów czasowych, aplikacje shiny i htmlwidgets, tworzenie raportów i dashboardów","r, sql, plpgsql, bash",NA,1.5,2.5,Mężczyzna,Polska,Warszawa,TRUE,26
5/17/2017 19:51:43,prof. nzw. dr hab. inż.,Ponieważ praca z R to przyjemność.,Tak,Social Network Analysis w R,Klasyfikacja wieloetykietowa z pakietem R,marzyciel,"metodologia statystyczna, wizualizacja danych, bioinformatyka, Big Data i hurtownie danych, rozwój oprogramowania, R w biznesie, społeczność R w Polsce, edukacja R i R w edukacji, odtwarzalne obliczenia, statystyczne uczenie maszynowe i modele predykcyjne, klastrowanie i segmentacja, obliczenia wysokowydajnościowe, biostatystyka i epidemiologia, analiza tekstu, aplikacje shiny i htmlwidgets, tworzenie raportów i dashboardów","metodologia statystyczna, badania kliniczne, wizualizacja danych, integracja R z innymi językami/środowiskami, bioinformatyka, Big Data i hurtownie danych, rozwój oprogramowania, R w biznesie, społeczność R w Polsce, edukacja R i R w edukacji, odtwarzalne obliczenia, statystyczne uczenie maszynowe i modele predykcyjne, klastrowanie i segmentacja, obliczenia wysokowydajnościowe, statystyka przestrzenna, tworzenie i wizualizacja map, R w badaniach społecznych, biostatystyka i epidemiologia, analiza tekstu, obliczenia w chmurze, analiza i przetwarzanie obrazu, analiza szeregów czasowych, aplikacje shiny i htmlwidgets, tworzenie raportów i dashboardów",NA,"ggplot2, dplyr, archivist, knitr",15,15,Mężczyzna,Polska,Warszawa,TRUE,NA
5/18/2017 15:59:44,mgr inż.,NA,Tak,MicrosoftML - State of the art Machine Learning Microsoft,Żadnym,Business Intelligence Developer,"wizualizacja danych, Big Data i hurtownie danych, statystyczne uczenie maszynowe i modele predykcyjne, tworzenie raportów i dashboardów","wizualizacja danych, Big Data i hurtownie danych, R w biznesie, statystyczne uczenie maszynowe i modele predykcyjne, klastrowanie i segmentacja, R w badaniach społecznych, tworzenie raportów i dashboardów",MS SQL Server 2016,NA,8,0,Mężczyzna,Polska,Warszawa,TRUE,NA
5/19/2017 12:24:38,mgr,NA,Tak,Żadnym,Żadnym,Analityk danych,"integracja R z innymi językami/środowiskami, Big Data i hurtownie danych","rozwój oprogramowania, klastrowanie i segmentacja","SSIS, Oracle, VBA","bigmemoty, stringdist",1,1,Mężczyzna,Polska,Kraków,FALSE,NA
5/20/2017 19:33:14,lic.,NA,Tak,Żadnym,Żadnym,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
5/22/2017 21:49:33,dr hab.,NA,Tak,Żadnym,Żadnym,NA,"statystyczne uczenie maszynowe i modele predykcyjne, analiza tekstu","wizualizacja danych, statystyczne uczenie maszynowe i modele predykcyjne, klastrowanie i segmentacja, analiza tekstu, obliczenia w chmurze",NA,"stylo, e1071, class, pamr, tm, parallel",7,7,Mężczyzna,Polska,Kraków,TRUE,NA
5/22/2017 22:56:07,NA,NA,Tak,Żadnym,Żadnym,profesor uniwersytecki,"metodologia statystyczna, badania kliniczne, bioinformatyka, biostatystyka i epidemiologia","metodologia statystyczna, badania kliniczne, wizualizacja danych, bioinformatyka, statystyczne uczenie maszynowe i modele predykcyjne, biostatystyka i epidemiologia","analiza przeżycia, uogólnione modele liniowe z efektami mieszanymi","survival, gsDesign",35,7,Mężczyzna,Belgia,Hasselt,TRUE,NA
5/23/2017 16:55:43,dr hab.,NA,Tak,MicrosoftML - State of the art Machine Learning Microsoft,Kombajn do uczenia maszynowego - MLR w praktyce,profesor nadzwyczajny,"R w biznesie, edukacja R i R w edukacji, statystyczne uczenie maszynowe i modele predykcyjne, tworzenie i wizualizacja map, R w badaniach społecznych, analiza szeregów czasowych","wizualizacja danych, edukacja R i R w edukacji, odtwarzalne obliczenia, statystyczne uczenie maszynowe i modele predykcyjne, ekonomia, finanse i ubezpieczenia, tworzenie i wizualizacja map, R w badaniach społecznych, analiza i przetwarzanie obrazu, analiza szeregów czasowych","Wolfram, R","pryr, R6",15,10,Mężczyzna,Polska,Warszawa,TRUE,NA
5/23/2017 19:36:53,dr,NA,Tak,Żadnym,Żadnym,Właściciel/CEO,"integracja R z innymi językami/środowiskami, Big Data i hurtownie danych, R w biznesie, odtwarzalne obliczenia, statystyczne uczenie maszynowe i modele predykcyjne, klastrowanie i segmentacja, optymalizacja","integracja R z innymi językami/środowiskami, Big Data i hurtownie danych, R w biznesie, statystyczne uczenie maszynowe i modele predykcyjne, optymalizacja",NA,NA,NA,NA,Mężczyzna,Polska,Warszawa,TRUE,NA
5/24/2017 12:34:23,NA,NA,Tak,MicrosoftML - State of the art Machine Learning Microsoft,Zastosowanie R w Power BI,Data Product Developer,"integracja R z innymi językami/środowiskami, Big Data i hurtownie danych, tworzenie raportów i dashboardów",NA,NA,NA,5,1,Mężczyzna,Poland,Warsaw,FALSE,32
5/24/2017 12:42:28,mgr,NA,Tak,MicrosoftML - State of the art Machine Learning Microsoft,Zastosowanie R w Power BI,Consultant,"wizualizacja danych, tworzenie raportów i dashboardów, automatyzacja raportowania","integracja R z innymi językami/środowiskami, Big Data i hurtownie danych, rozwój oprogramowania, ekonomia, finanse i ubezpieczenia, tworzenie raportów i dashboardów","vba, sql, excel, access, java",NA,3,NA,Mężczyzna,Polska,Warszawa,FALSE,NA
5/25/2017 14:44:52,dr,NA,Tak,XGBoost rządzi,Efektywna i efektowna wizualizacja w ggplot2,nauczyciel akademicki,edukacja R i R w edukacji,"wizualizacja danych, edukacja R i R w edukacji, statystyczne uczenie maszynowe i modele predykcyjne, klastrowanie i segmentacja, aplikacje shiny i htmlwidgets, tworzenie raportów i dashboardów",NA,NA,NA,NA,Kobieta,Polska,Rybnik,TRUE,NA
5/25/2017 15:49:50,dr,NA,Tak,Żadnym,Żadnym,NA,"badania kliniczne, wizualizacja danych, edukacja R i R w edukacji, biostatystyka i epidemiologia","wizualizacja danych, bioinformatyka, R w biznesie, R w badaniach społecznych, biostatystyka i epidemiologia, analiza tekstu",NA,"dplyr, ggplot2, epistat, epiR, sjPlot",5,2,Mężczyzna,Polska,Warszawa,TRUE,NA
5/25/2017 21:54:50,mgr inż.,NA,Tak,"Pakiet rvest, czyli web scrapingu wybrane przypadki",Klasyfikacja wieloetykietowa z pakietem R,Analityk danych,"metodologia statystyczna, wizualizacja danych, R w biznesie, statystyczne uczenie maszynowe i modele predykcyjne, klastrowanie i segmentacja, analiza tekstu","wizualizacja danych, integracja R z innymi językami/środowiskami, Big Data i hurtownie danych, rozwój oprogramowania, R w biznesie, społeczność R w Polsce, edukacja R i R w edukacji, odtwarzalne obliczenia, statystyczne uczenie maszynowe i modele predykcyjne, klastrowanie i segmentacja, obliczenia wysokowydajnościowe, tworzenie i wizualizacja map, R w badaniach społecznych, analiza tekstu, obliczenia w chmurze, analiza szeregów czasowych, aplikacje shiny i htmlwidgets, tworzenie raportów i dashboardów","R, PostgreSQL","dplyr, ggplot2, arules",16,4,Mężczyzna,Polska,Warszawa,TRUE,NA
5/25/2017 23:16:10,NA,NA,Tak,Interaktywne wizualizacje w R i plotly - case study,Efektywna i efektowna wizualizacja w ggplot2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
5/26/2017 7:18:01,dr,NA,Tak,Żadnym,Żadnym,NA,"wizualizacja danych, ekonomia, finanse i ubezpieczenia, R w badaniach społecznych","wizualizacja danych, ekonomia, finanse i ubezpieczenia",NA,NA,NA,NA,NA,NA,NA,TRUE,NA
5/26/2017 9:16:13,lic.,NA,Tak,Social Network Analysis w R,Text mining w R,Data Analyst,"wizualizacja danych, integracja R z innymi językami/środowiskami, klastrowanie i segmentacja","metodologia statystyczna, wizualizacja danych, analiza tekstu, analiza i przetwarzanie obrazu","R, C++/C, python","dplyr, data.table, ggplot2",2,2,Kobieta,Polska,Warszawa,TRUE,24
5/26/2017 13:32:00,lic.,NA,Tak,Żadnym,Żadnym,NA,"wizualizacja danych, R w biznesie, aplikacje shiny i htmlwidgets, tworzenie raportów i dashboardów","metodologia statystyczna, wizualizacja danych, integracja R z innymi językami/środowiskami, Big Data i hurtownie danych, R w biznesie, społeczność R w Polsce, statystyczne uczenie maszynowe i modele predykcyjne, klastrowanie i segmentacja, obliczenia w chmurze, aplikacje shiny i htmlwidgets, tworzenie raportów i dashboardów",NA,NA,NA,3,Kobieta,Polska,Warszawa,TRUE,NA
5/28/2017 18:40:00,mgr,NA,Tak,Żadnym,Żadnym,NA,"metodologia statystyczna, wizualizacja danych, R w biznesie, statystyczne uczenie maszynowe i modele predykcyjne, klastrowanie i segmentacja",metodologia statystyczna,NA,NA,NA,NA,Kobieta,Polska,Wrocław,TRUE,NA
5/29/2017 23:36:30,mgr,NA,Tak,"Pakiet rvest, czyli web scrapingu wybrane przypadki",Zastosowanie R w Power BI,online data analyst,"wizualizacja danych, Big Data i hurtownie danych, R w biznesie, analiza szeregów czasowych, aplikacje shiny i htmlwidgets, tworzenie raportów i dashboardów","badania kliniczne, wizualizacja danych, integracja R z innymi językami/środowiskami, analiza tekstu, analiza szeregów czasowych, aplikacje shiny i htmlwidgets, tworzenie raportów i dashboardów",NA,NA,NA,NA,Kobieta,Polska,Warszawa,TRUE,0
5/30/2017 12:30:31,NA,NA,Tak,XGBoost rządzi,Kombajn do uczenia maszynowego - MLR w praktyce,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
5/30/2017 12:43:51,mgr,Because why not ;),Tak,Żadnym,Efektywna i efektowna wizualizacja w ggplot2,NA,"wizualizacja danych, edukacja R i R w edukacji",statystyczne uczenie maszynowe i modele predykcyjne,"SQL, 4GL, R","ddplyr, ggplot",2,1,Mężczyzna,Polska,Komorów,TRUE,27
5/30/2017 13:22:59,NA,NA,Tak,XGBoost rządzi,Klasyfikacja wieloetykietowa z pakietem R,NA,"metodologia statystyczna, wizualizacja danych, edukacja R i R w edukacji, statystyczne uczenie maszynowe i modele predykcyjne, klastrowanie i segmentacja","metodologia statystyczna, badania kliniczne, wizualizacja danych, R w biznesie, społeczność R w Polsce, edukacja R i R w edukacji, klastrowanie i segmentacja, statystyka przestrzenna",NA,NA,13,15,Kobieta,Polska,Zielona Góra,TRUE,NA
5/30/2017 14:08:55,NA,NA,Tak,Żadnym,Żadnym,NA,"R w biznesie, analiza szeregów czasowych",NA,NA,NA,NA,NA,Mężczyzna,NA,NA,TRUE,NA
5/31/2017 21:43:22,mgr,NA,Tak,"Pakiet rvest, czyli web scrapingu wybrane przypadki",Złożone schematy doboru próby - pakiet survey,NA,Big Data i hurtownie danych,"metodologia statystyczna, wizualizacja danych, Big Data i hurtownie danych, tworzenie i wizualizacja map",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
6/1/2017 10:11:29,NA,NA,Tak,Żadnym,Żadnym,Research Development Manager,"R w biznesie, analiza szeregów czasowych, aplikacje shiny i htmlwidgets","rozwój oprogramowania, odtwarzalne obliczenia, obliczenia wysokowydajnościowe, aplikacje shiny i htmlwidgets, tworzenie raportów i dashboardów","R, Shiny","shiny, DT, shinyBashboard",4,2,Kobieta,Polska,Warszawa,TRUE,26
6/8/2017 17:22:21,inż.,NA,Tak,Żadnym,Żadnym,Student magisterski/doktorancki,"wizualizacja danych, bioinformatyka, biostatystyka i epidemiologia, genetyka populacyjna/ewolucyjna","badania kliniczne, wizualizacja danych, bioinformatyka, statystyczne uczenie maszynowe i modele predykcyjne, ekonomia, finanse i ubezpieczenia, klastrowanie i segmentacja, tworzenie i wizualizacja map, biostatystyka i epidemiologia, analiza szeregów czasowych","R, Tableau, HPC","ggplot2, ape, rhdf5, ips",3,2,Mężczyzna,Wielka Brytania,Londyn,TRUE,NA
6/8/2017 21:52:17,dr,NA,Tak,Żadnym,Żadnym,Scientific Programmer,"wizualizacja danych, bioinformatyka, rozwój oprogramowania, odtwarzalne obliczenia, analiza i przetwarzanie obrazu, aplikacje shiny i htmlwidgets, tworzenie raportów i dashboardów","wizualizacja danych, integracja R z innymi językami/środowiskami, rozwój oprogramowania, społeczność R w Polsce, obliczenia wysokowydajnościowe, R w badaniach społecznych, analiza i przetwarzanie obrazu, aplikacje shiny i htmlwidgets, tworzenie raportów i dashboardów",NA,"EBImage, RBioFormats, BiocStyle, BiocWorkflowTools, rmarkdown, bookdown, knitr, shiny",NA,5,Mężczyzna,Niemcy,Heidelberg,TRUE,NA
6/9/2017 9:53:53,NA,NA,Tak,Żadnym,Żadnym,Data Scientist / właściciel,"wizualizacja danych, integracja R z innymi językami/środowiskami, bioinformatyka, Big Data i hurtownie danych, rozwój oprogramowania, R w biznesie, społeczność R w Polsce, edukacja R i R w edukacji, odtwarzalne obliczenia, statystyczne uczenie maszynowe i modele predykcyjne, klastrowanie i segmentacja, obliczenia wysokowydajnościowe, analiza i przetwarzanie obrazu, analiza szeregów czasowych",NA,NA,NA,20,14,Mężczyzna,Polska,Wrocław,TRUE,NA
6/9/2017 10:26:10,mgr,NA,Tak,Analiza danych sondażowych w R,"Nie pisz kodu, pisz prozę - wprowadzenie do pakietu dplyr",junior data analyst,"integracja R z innymi językami/środowiskami, R w biznesie, klastrowanie i segmentacja","wizualizacja danych, R w biznesie, klastrowanie i segmentacja",NA,NA,1,1,Kobieta,Polska,Warszawa,TRUE,30
6/9/2017 10:36:42,NA,NA,Nie,Social Network Analysis w R,Zastosowanie R w Power BI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
6/13/2017 9:44:14,lic.,NA,Nie,Machine Learning w R przy użyciu H2O,mirt: skalowanie odpowiedzi lepsze niż PCA,Junior Data Analyst,"metodologia statystyczna, wizualizacja danych, integracja R z innymi językami/środowiskami, klastrowanie i segmentacja, tworzenie i wizualizacja map","wizualizacja danych, integracja R z innymi językami/środowiskami, statystyczne uczenie maszynowe i modele predykcyjne, klastrowanie i segmentacja, analiza tekstu, analiza szeregów czasowych, aplikacje shiny i htmlwidgets","SQL, Tableau,","ggplot, dplyr",1,2,Kobieta,Polska,Warszawa,TRUE,NA
6/15/2017 15:53:27,NA,NA,Tak,Żadnym,Żadnym,Data Scientist,"metodologia statystyczna, wizualizacja danych, integracja R z innymi językami/środowiskami, R w biznesie, statystyczne uczenie maszynowe i modele predykcyjne, klastrowanie i segmentacja, analiza tekstu, obliczenia w chmurze, analiza szeregów czasowych, aplikacje shiny i htmlwidgets","metodologia statystyczna, integracja R z innymi językami/środowiskami, Big Data i hurtownie danych, rozwój oprogramowania, R w biznesie, statystyczne uczenie maszynowe i modele predykcyjne, klastrowanie i segmentacja, obliczenia wysokowydajnościowe, analiza tekstu, obliczenia w chmurze, analiza i przetwarzanie obrazu, analiza szeregów czasowych, aplikacje shiny i htmlwidgets",NA,NA,8,2,Kobieta,Polska,Warszawa,FALSE,NA
6/19/2017 8:59:49,mgr,NA,Tak,Interaktywne wizualizacje w R i plotly - case study,Klasyfikacja wieloetykietowa z pakietem R,doktorant,biologia molekularna,"metodologia statystyczna, wizualizacja danych, integracja R z innymi językami/środowiskami, biostatystyka i epidemiologia, aplikacje shiny i htmlwidgets",NA,NA,NA,NA,Kobieta,Polska,Warszawa,TRUE,NA
6/19/2017 10:57:46,dr,NA,Tak,Żadnym,Żadnym,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
6/23/2017 9:14:05,prof. nzw. dr hab.,NA,Tak,Żadnym,Żadnym,NA,"metodologia statystyczna, badania kliniczne, bioinformatyka, Big Data i hurtownie danych, rozwój oprogramowania, odtwarzalne obliczenia, statystyczne uczenie maszynowe i modele predykcyjne, ekonomia, finanse i ubezpieczenia, klastrowanie i segmentacja, biostatystyka i epidemiologia","metodologia statystyczna, badania kliniczne, wizualizacja danych, integracja R z innymi językami/środowiskami, bioinformatyka, Big Data i hurtownie danych, rozwój oprogramowania, R w biznesie, edukacja R i R w edukacji, odtwarzalne obliczenia, statystyczne uczenie maszynowe i modele predykcyjne, ekonomia, finanse i ubezpieczenia, klastrowanie i segmentacja, obliczenia wysokowydajnościowe, statystyka przestrzenna, R w badaniach społecznych, biostatystyka i epidemiologia, analiza tekstu, obliczenia w chmurze, analiza i przetwarzanie obrazu",NA,"MASS, glmnet",25,3,Kobieta,Polska,Wroclaw,TRUE,NA
6/23/2017 15:12:01,NA,NA,Tak,Żadnym,Żadnym,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
